v1,v2
ham,Shuhui has bought ron's present it's a swatch watch...
ham,"Sorry, I can't help you on this."
ham,Yes. that will be fine. Love you. Be safe.
ham,Already one guy loving you:-.
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Ew are you one of them?
ham,Ok... Then r we meeting later?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,K. I will sent it again
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,No calls..messages..missed calls
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,None of that's happening til you get here though
ham,Please don't text me anymore. I have nothing else to say.
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,"sorry, no, have got few things to do. may be in pub later."
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Audrie lousy autocorrect
ham,Ya very nice. . .be ready on thursday
ham,How r Ì_ going to send it to me?
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,"Sorry, I'll call later"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,Just come home. I don't want u to be miserable
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,What was she looking for?
ham,I've reached home n i bathe liao... U can call me now...
ham,No way I'm going back there!
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,Then get some cash together and I'll text jason
ham,Armand says get your ass over to epsilon
ham,Yes:)here tv is always available in work place..
ham,I want to be inside you every night...
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,Dear i have reache room
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,here is my new address -apples&pairs&all that malarky
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,"Awesome, that gonna be soon or later tonight?"
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Ok can...
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,Mm you ask him to come its enough :-)
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,Ha ha ha good joke. Girls are situation seekers.
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam,You have 1 new voicemail. Please call 08719181513.
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
ham,Dont kick coco when he's down
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,"He will, you guys close?"
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,K do I need a login or anything
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Any pain on urination any thing else?
ham,We are both fine. Thanks
ham,Then wat r u doing now? Busy wif work?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Now get step 2 outta the way. Congrats again.
ham,Oh that was a forwarded message. I thought you send that to me
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Happy birthday... May all ur dreams come true...
ham,"Playin space poker, u?"
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,Lol no. U can trust me.
ham,Are you not around or just still asleep? :V
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,X2  &lt;#&gt; . Are you going to get that
ham,Go where n buy? Juz buy when we get there lar.
ham,26th OF JULY
ham,You still at the game?
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,"I can't right this second, gotta hit people up first"
ham,LMAO where's your fish memory when I need it?
ham,Si si. I think ill go make those oreo truffles.
ham,Are you this much buzy
ham,Or just do that 6times
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,U come n search tat vid..not finishd..
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Ok. But i finish at 6.
ham,Is xy in ur car when u picking me up?
ham,In meeting da. I will call you
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,Im just wondering what your doing right now?
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,The wine is flowing and i'm i have nevering..
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,"Sorry, I'll call later"
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
spam,You have 1 new message. Please call 08712400200.
ham,I cant pick the phone right now. Pls send a message
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,You didnt complete your gist oh.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
ham,Well. You know what i mean. Texting
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,Two fundamentals of cool life: \Walk
ham,Will Ì_ b going to esplanade fr home?
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,"This is one of the days you have a billion classes, right?"
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,U don't remember that old commercial?
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
